Date,Time,Service Category,Technician,Ad Spend,Conversions,Revenue,Client Type
2024-11-26,Morning,Firm,Matthew,142.02,5,203.3,Returning
2025-02-24,Night,Quite,Connie,144.66,8,419.08,Returning
2025-04-26,Evening,Authority,Luis,49.08,8,352.01,Loyal
2025-02-23,Night,Future,Charles,128.61,0,222.14,Loyal
2024-11-23,Morning,Game,Andrea,112.83,7,181.31,New
2025-01-24,Afternoon,Turn,Jeffrey,34.14,6,181.39,Loyal
2024-11-03,Night,Last,Jacqueline,80.63,9,168.65,Loyal
2024-12-31,Night,Sign,Brandon,26.19,4,360.79,Returning
2025-03-08,Morning,Conference,Dawn,108.51,0,83.39,Returning
2025-01-13,Afternoon,Head,Amanda,15.88,4,159.55,Loyal
2024-12-28,Afternoon,Away,Christopher,93.84,2,75.21,Returning
2025-04-17,Evening,Beyond,Lindsey,65.28,1,418.83,New
2025-02-04,Afternoon,Suggest,Victoria,85.79,6,85.15,New
2024-11-30,Morning,All,Jennifer,24.95,1,139.23,Returning
2025-03-17,Morning,Machine,Ashley,132.26,3,468.23,Loyal
2025-04-16,Afternoon,Remember,Molly,67.65,3,485.42,Returning
2025-04-15,Night,Represent,Jacob,89.19,1,170.93,Loyal
2025-02-11,Morning,Address,Brenda,21.97,0,82.66,Returning
2025-04-04,Morning,One,Patricia,82.03,6,100.31,Loyal
2025-04-11,Morning,Receive,Steven,17.8,6,272.6,Loyal
2025-04-26,Morning,Cost,Douglas,104.49,1,172.2,Returning
2025-03-07,Afternoon,Majority,Brian,72.7,7,379.69,New
2025-01-29,Morning,Should,Michael,90.54,2,356.62,Returning
2024-11-23,Morning,What,Jeremy,59.18,3,178.02,Returning
2024-11-03,Afternoon,Service,Steven,87.26,7,419.05,Returning
2025-03-05,Morning,Wonder,Nicole,148.46,9,126.03,New
2025-03-22,Evening,Head,Ann,121.73,1,131.1,New
2025-02-16,Night,Bed,Alexis,66.49,5,136.6,Loyal
2024-12-31,Afternoon,Writer,Randall,90.39,4,67.7,Returning
2024-11-03,Morning,Note,Pamela,45.84,9,135.3,Returning
2025-02-08,Night,Gun,Mary,100.27,6,113.18,Loyal
2025-03-21,Evening,Experience,Matthew,134.59,8,458.79,Loyal
2025-03-22,Evening,Lose,Susan,92.2,2,162.55,New
2024-12-27,Morning,Candidate,Samantha,137.38,4,306.59,Returning
2025-04-12,Evening,Security,Megan,68.8,4,423.75,Loyal
2024-11-17,Evening,Try,Diane,146.22,2,48.42,Returning
2025-01-12,Evening,Return,Janice,25.71,1,85.69,New
2025-03-04,Morning,House,Carolyn,149.18,7,185.1,Loyal
2025-04-27,Afternoon,Television,Gabrielle,52.65,8,388.91,Returning
2025-03-12,Evening,Interview,Kevin,130.48,6,487.32,Loyal
2025-01-07,Morning,Garden,Brian,89.05,9,49.54,Returning
2024-12-27,Night,One,David,133.63,4,416.25,New
2025-03-20,Afternoon,Son,Jeffrey,145.34,7,325.69,Loyal
2024-11-19,Night,Discussion,Jonathan,98.28,2,293.11,Returning
2025-04-04,Evening,House,Benjamin,132.78,9,345.48,Returning
2024-11-28,Afternoon,Former,Angela,111.06,0,147.65,Returning
2025-01-13,Afternoon,East,Jillian,7.07,0,161.39,New
2025-04-05,Afternoon,Democrat,Stephen,64.29,10,416.86,Returning
2025-03-20,Morning,Arm,William,119.12,5,299,Returning
2025-02-24,Night,Usually,Christopher,7.42,4,474.35,Returning
2025-04-15,Morning,Represent,Roberto,149.97,1,185.55,New
2025-04-17,Afternoon,Study,Joan,22.81,7,294.32,New
2024-11-11,Morning,Identify,Christopher,32.59,7,413.59,New
2025-01-13,Night,Field,Brian,49.59,7,252.54,Loyal
2024-12-20,Evening,Sound,Steven,111.4,2,347.73,Loyal
2025-03-08,Night,Turn,Richard,146.4,2,374.59,Returning
2025-01-01,Evening,Hotel,Bruce,7.34,0,222.91,New
2024-11-04,Afternoon,Appear,Paula,47.34,6,51.96,New
2025-01-28,Night,Despite,Brian,121.51,8,279.91,New
2024-11-17,Night,Activity,Dennis,33.08,4,142.84,Loyal
2024-11-27,Evening,Up,Ashley,17.49,2,26.33,Returning
2024-11-23,Afternoon,Network,Logan,15.06,8,164.56,New
2025-01-03,Morning,Set,Melanie,66.81,10,472.36,Loyal
2025-04-15,Afternoon,Gun,Mary,47.43,6,436.21,Returning
2025-01-02,Evening,Upon,Misty,57.33,9,153.5,Returning
2025-03-03,Evening,Prepare,Kevin,87.46,4,245.89,New
2024-10-30,Afternoon,Each,John,55.86,4,79.05,Returning
2025-02-19,Morning,Investment,Jo,104.51,0,37.19,New
2024-10-31,Morning,Page,Elizabeth,129.34,1,410.33,Loyal
2025-03-20,Night,Eight,Robert,78.31,0,266.71,Returning
2025-04-09,Night,Happy,Sarah,30.98,1,169.96,Returning
2025-03-21,Morning,Green,Corey,105.18,5,247.48,Loyal
2025-03-13,Morning,Capital,Russell,83.28,6,412.63,Loyal
2025-02-11,Night,Choice,Michael,18.39,9,344.21,New
2025-02-26,Evening,Rock,Gregory,68.58,3,173.83,Returning
2025-02-08,Night,Benefit,Sharon,111.15,4,438.16,New
2024-11-09,Afternoon,Serious,Micheal,81.28,6,349.01,New
2025-04-12,Evening,Instead,Zachary,51.81,0,216.97,Returning
2025-01-19,Morning,Yard,Kevin,104.87,7,314.1,Loyal
2025-02-13,Night,Fall,Robert,82.28,5,324.65,Returning
2025-01-14,Evening,Story,Kenneth,88.21,5,268.74,Loyal
2025-01-11,Afternoon,What,Cheryl,110.64,7,322.85,Returning
2025-01-17,Night,Style,Travis,37.89,0,486.28,Returning
2025-02-20,Morning,Himself,Nicholas,124.81,8,233.13,Loyal
2025-01-15,Evening,Doctor,Monica,80.42,8,205.96,Loyal
2025-03-29,Night,Truth,Katherine,92.1,8,385.98,Returning
2025-01-21,Night,Sign,Rebecca,46.31,2,158.58,Returning
2024-11-18,Night,Test,Teresa,41.6,4,320.14,Loyal
2025-02-20,Morning,Someone,Jeffery,69.65,8,104.19,New
2024-12-03,Afternoon,Prevent,Claudia,35.9,6,143.43,Returning
2025-04-20,Night,Success,Justin,27.23,8,417.2,Loyal
2025-02-22,Afternoon,Prepare,Jennifer,128.25,5,339.97,Loyal
2025-04-12,Afternoon,Prove,Timothy,89.54,3,421.36,Loyal
2025-02-21,Afternoon,Forward,Melissa,37.06,1,331.17,Returning
2025-02-23,Evening,Believe,Shawn,119.27,3,289.95,Loyal
2024-12-17,Evening,Course,Lisa,90.17,10,435.82,New
2025-04-30,Afternoon,Trip,Justin,97.06,8,425.63,Loyal
2025-04-02,Morning,Specific,Katherine,108.1,2,307.2,Loyal
2025-04-22,Night,Financial,Andrew,98.75,4,338.54,Returning
2024-12-22,Morning,Glass,Penny,66.27,10,468.28,New
2025-04-03,Afternoon,Someone,Lisa,91.18,5,268.62,Returning
2025-01-22,Evening,One,Jennifer,70.99,10,241.13,Loyal
2024-12-08,Night,Pressure,Christopher,133.59,1,125.28,New
2025-01-11,Afternoon,Store,Frank,95.38,10,254.82,New
2024-12-16,Evening,Dream,Marie,55.21,1,63.07,New
2025-02-05,Night,Successful,James,114.17,10,326.01,New
2025-01-21,Evening,Admit,Jessica,7.22,7,459.55,Loyal
2025-02-14,Evening,Foreign,Robert,51.35,3,237.35,Returning
2025-01-06,Afternoon,General,Clifford,109.09,7,474.12,Loyal
2025-02-21,Morning,Memory,Erin,86.5,5,258.13,Returning
2025-04-13,Afternoon,Case,Kayla,118.65,7,61.13,Loyal
2024-11-28,Evening,Class,Elizabeth,26.78,7,145.17,Loyal
2025-02-11,Evening,Key,Wesley,16.7,6,113.72,Loyal
2025-01-25,Morning,President,Robert,91.09,0,338.96,New
2025-03-12,Morning,Her,David,50.81,7,61.9,Returning
2025-02-25,Night,Fact,Gregory,65.05,9,315.19,New
2024-12-20,Afternoon,Have,William,89.68,8,386.35,New
2024-12-05,Afternoon,Account,Daniel,18.78,10,184.45,Loyal
2025-03-12,Afternoon,Prove,Melissa,99.75,2,274.21,Returning
2025-04-05,Night,Dinner,Karen,43.69,6,400.63,Loyal
2025-04-05,Night,White,Jacob,83.49,5,177.84,Returning
2025-03-11,Afternoon,Involve,Alexandra,21.94,5,280.31,Returning
2024-12-16,Morning,All,Ronald,66.18,8,385.78,Loyal
2025-04-23,Evening,Morning,Frances,107.14,3,467.08,New
2025-04-15,Evening,National,Emily,43.32,4,273.96,Loyal
2024-12-13,Evening,Serve,Barbara,32.83,3,148.8,Loyal
2025-01-19,Night,Reason,Kelly,106.56,5,252.05,New
2024-12-05,Evening,Build,Mercedes,71.07,7,57.74,New
2025-01-07,Evening,Almost,Joshua,101.54,7,286.08,Returning
2024-12-11,Afternoon,White,Sarah,148.19,7,467.01,New
2025-02-05,Night,Budget,Sharon,16.13,10,350.91,Returning
2025-02-06,Evening,Soldier,Jesse,89.86,4,379.49,Loyal
2024-11-26,Evening,Change,Sheri,107.99,5,52.09,Loyal
2025-01-01,Night,Right,James,103.32,9,59.19,New
2025-04-27,Night,Everybody,Logan,148.62,8,432.2,Loyal
2025-04-01,Night,Respond,Evelyn,90.06,6,241.21,Returning
2025-04-14,Night,Understand,Sabrina,35.06,3,480.8,Returning
2025-03-23,Morning,Attention,Karina,107.43,0,146.8,Loyal
2025-03-08,Afternoon,Best,Leah,30.4,1,255.65,Loyal
2024-12-09,Evening,Join,Rebecca,16.02,2,30.81,New
2025-02-16,Morning,Management,Michael,80.76,3,156.89,Returning
2024-11-22,Evening,Visit,Jessica,149.55,8,439.7,New
2024-12-29,Night,Special,Nicolas,96.95,0,149.99,Loyal
2025-03-09,Morning,Late,Lori,87.2,4,434.06,New
2025-02-17,Afternoon,Arrive,Tammy,23.82,5,339.12,Returning
2025-04-08,Afternoon,Sister,Kevin,62.06,3,150.83,Loyal
2024-11-16,Evening,Shake,Bonnie,103.99,8,411.49,New
2025-04-28,Afternoon,Discussion,Anthony,106.19,8,202.05,Loyal
2025-03-03,Evening,Republican,Luis,21.71,8,90.93,Loyal
2024-12-28,Night,Three,James,55.97,3,275.62,New
2024-10-31,Afternoon,Beat,Michelle,107,6,384.47,Loyal
2025-01-07,Night,Human,Paul,51.48,4,420.67,Returning
2025-02-20,Evening,Design,Jeff,41.68,8,149.05,New
2025-02-12,Evening,Scene,Amanda,100.24,2,208.85,Loyal
2024-11-03,Morning,Certainly,April,35.54,9,107.26,Returning
2025-01-11,Evening,Nation,Sarah,76.5,2,335.86,Loyal
2025-01-18,Evening,Author,Kathryn,71.33,9,423.8,New
2025-02-24,Morning,Describe,Kristina,114.89,2,208.72,Loyal
2025-04-06,Afternoon,Rise,Margaret,61.03,7,153.62,Returning
2025-02-21,Night,And,Mitchell,39.49,8,321.4,Returning
2024-11-09,Morning,West,Megan,137.82,5,498.56,Returning
2025-04-25,Evening,Within,Jamie,146.17,2,97.54,Returning
2025-04-09,Evening,Best,Marcus,89.9,4,431.38,New
2024-11-30,Afternoon,Together,Jesse,68.19,0,324.26,Returning
2025-01-31,Morning,Focus,Tyler,21.97,2,360.53,Loyal
2025-02-03,Morning,Voice,Rachael,77.35,10,46.65,New
2025-04-13,Afternoon,White,Candice,56.12,2,349.53,Loyal
2025-03-21,Night,Station,Mitchell,46.28,0,351.12,Loyal
2025-01-13,Morning,Now,Suzanne,28.37,3,376.26,Loyal
2024-12-22,Night,Some,Wanda,44.45,2,74.87,New
2024-12-29,Afternoon,Ever,Andrea,13.03,9,393.87,Loyal
2025-01-20,Morning,Assume,James,8.2,2,119.36,New
2024-12-27,Morning,Stock,Marie,12.65,10,200.42,New
2025-04-05,Morning,Will,Heather,149.12,0,489.41,Loyal
2024-10-30,Night,Theory,David,24.6,4,207.01,New
2025-01-02,Night,Nothing,Candace,12.43,9,127.82,Returning
2024-10-30,Morning,Kitchen,Joshua,149.29,10,75.35,Loyal
2025-01-14,Evening,The,Jackson,83.34,5,497.71,Loyal
2024-12-21,Morning,Nation,Rodney,8.02,9,442.94,Returning
2025-04-20,Morning,Mean,Ryan,127.17,2,363.78,New
2024-11-20,Night,Itself,Amy,65.68,9,28.99,Returning
2025-04-25,Evening,Appear,Alexandra,109.94,9,397.37,Loyal
2025-03-04,Afternoon,Message,Miguel,41.12,7,147.78,Returning
2024-12-24,Afternoon,After,Patricia,101.46,8,256.01,New
2025-04-07,Evening,Certain,Pamela,52.44,5,381.79,Loyal
2024-12-24,Night,Respond,Allen,46.38,8,377.6,Returning
2024-12-26,Night,Perform,Roy,99.41,9,28.77,New
2025-01-09,Morning,Democratic,Anita,30.14,3,71.35,Loyal
2025-03-24,Morning,Rest,Amber,36.57,1,163.64,Returning
2025-04-10,Night,Road,Tina,78.53,9,107.98,Loyal
2025-02-13,Evening,Program,Tiffany,127.89,3,396.18,Returning
2024-12-30,Evening,Until,Kristin,60.05,5,354.29,Returning
2025-02-03,Morning,Before,Richard,61.94,6,73.45,New
2025-02-10,Night,Environment,James,125.58,2,343.79,Returning
2025-02-28,Afternoon,Church,Victoria,30.72,1,191.99,Returning
2024-12-30,Morning,During,Robert,138.22,10,62.07,Loyal
2025-04-24,Night,American,Lisa,144.85,2,223.21,Loyal
2025-01-09,Night,Company,Brian,102.9,3,418.43,New
2025-02-25,Morning,Sense,Tyler,85.27,6,106.08,New
2025-01-12,Night,Paper,Dean,67.66,2,483.59,Loyal
2025-01-10,Evening,Might,Barbara,108.18,10,207.91,Loyal
2025-04-22,Evening,Operation,Sheila,26.78,4,337.66,New
2025-02-23,Afternoon,Evening,Barry,130.94,0,434,Returning
2024-12-29,Evening,Add,Linda,121.52,5,136.31,Loyal
2024-12-02,Afternoon,Data,Elizabeth,14.77,7,376.75,New
2024-12-25,Afternoon,Right,Joshua,54.46,8,430.37,New
2024-12-27,Night,Present,John,103.39,3,263.91,New
2024-12-08,Evening,In,Jill,19.23,0,320.09,Returning
2025-02-16,Night,Air,Timothy,97.2,4,247.06,New
2025-03-03,Afternoon,End,David,113.5,9,83.27,Returning
2025-04-13,Night,About,Diana,83.99,3,207.35,Returning
2025-01-12,Evening,Same,Steven,135.67,5,210.24,Returning
2025-04-09,Afternoon,Medical,Derrick,19.86,7,305.88,Returning
2024-12-08,Evening,Its,Karen,77.54,2,484.77,Returning
2024-12-25,Afternoon,Specific,Brenda,45.69,8,89.63,New
2025-02-02,Evening,Course,Carlos,65.31,3,443.37,Loyal
2025-01-14,Night,Sister,Kim,82.92,5,61.5,Returning
2025-01-06,Afternoon,I,Christopher,126.85,6,372.61,New
2025-01-08,Evening,Sit,Barbara,30.14,7,141.86,New
2025-02-01,Evening,Until,Katie,9.34,5,278.91,Returning
2025-03-22,Afternoon,Bag,Mckenzie,56.94,0,139.35,Returning
2025-03-07,Evening,Loss,Gina,73.91,4,76.66,New
2025-02-28,Night,Mention,Leah,52.37,9,396.24,Loyal
2024-12-19,Night,Good,Toni,77.55,3,390.71,Returning
2024-12-06,Evening,Something,Sonya,103.38,5,313.85,Returning
2025-04-19,Afternoon,Water,Ariana,19.23,4,422.76,New
2024-11-09,Morning,Option,Fred,100.74,7,305.65,Returning
2025-03-10,Evening,Drop,Christy,61.45,3,196.66,Returning
2024-12-14,Morning,If,Jamie,123.33,1,358.91,Returning
2025-02-02,Afternoon,Control,Bianca,132.1,1,175.64,Loyal
2025-01-09,Afternoon,Oil,Angela,116.43,1,209.6,New
2024-12-27,Night,Film,Catherine,112.67,0,448.39,Loyal
2025-03-24,Morning,Peace,Gregory,130.42,3,146.09,Returning
2025-02-04,Night,Rise,Maria,128.34,3,318.43,Loyal
2024-12-25,Afternoon,Something,Kathy,116.27,2,447.1,New
2024-12-13,Night,Everyone,Paul,123.27,10,344.52,Returning
2024-12-06,Morning,Six,Kimberly,113.61,10,133.58,Returning
2024-11-06,Night,Tv,Scott,11.94,4,181.91,Returning
2024-12-12,Afternoon,Drop,Victoria,34.23,7,145.07,New
2024-11-21,Afternoon,None,Grace,54.21,6,370.6,Returning
2025-01-22,Night,Or,Lawrence,78.86,4,480.89,New
2025-04-06,Evening,Source,Andrea,56.65,10,229.67,Returning
2024-12-25,Morning,Mother,Gloria,75.04,6,485.89,New
2025-04-19,Evening,Agent,Amanda,59.61,3,76.98,Loyal
2024-12-31,Evening,Fill,Teresa,28.42,5,167.97,New
2024-11-29,Evening,Need,Rebecca,66.95,6,404.55,New
2025-04-20,Afternoon,Dog,Michael,35.15,0,490.86,Loyal
2025-01-15,Evening,Bill,Christina,79,5,128.66,Loyal
2024-11-03,Evening,Could,Brittany,77.68,0,247.36,Loyal
2025-02-03,Night,Artist,Kathleen,104.72,9,443.94,New
2025-04-09,Afternoon,Fine,Heather,48.42,7,339.3,Returning
2025-02-09,Afternoon,Contain,Gina,123.18,4,256.24,Loyal
2025-01-19,Evening,Arm,Sarah,44.4,0,49.3,Returning
2025-01-18,Night,Soldier,David,18.48,2,463.63,Loyal
2024-11-01,Afternoon,What,Edward,87.12,7,434.38,New
2024-12-14,Morning,Choice,Betty,29.17,6,103.79,New
2025-02-24,Evening,Process,Jeffrey,68.66,5,197.86,New
2024-12-12,Evening,Consumer,Ashley,144.59,7,21.36,Loyal
2025-02-22,Morning,May,Brian,14.53,6,126.6,Returning
2024-12-09,Night,Rich,Christopher,92.27,7,413.28,Returning
2025-01-03,Night,Our,Corey,41.87,2,100.97,Returning
2025-01-10,Evening,Certainly,Monique,58.14,1,295.03,Returning
2025-04-22,Morning,Week,Wendy,114.45,0,199.68,Returning
2025-04-13,Afternoon,Structure,Maria,9.35,7,48.91,Returning
2024-11-07,Afternoon,Across,Angela,74.8,6,469.54,New
2025-02-18,Night,Which,Carl,77.71,0,213.93,New
2024-11-11,Afternoon,Player,Madison,93.63,1,146.89,Returning
2024-12-15,Afternoon,Hair,Alice,22.81,1,114.48,Returning
2024-12-27,Morning,Deep,Robert,112.8,7,246.23,Loyal
2025-01-04,Evening,Standard,Kenneth,79.02,9,359.81,New
2025-03-30,Afternoon,Save,Monica,147.87,9,292.22,New
2024-12-23,Evening,Week,Amanda,61.87,9,408.88,New
2025-02-23,Evening,Close,Courtney,29.61,7,212.34,New
2024-11-12,Evening,Hand,Brian,94.72,0,68.62,Returning
2025-01-30,Night,Old,Erica,127.89,3,26.05,Loyal
2024-12-27,Afternoon,Quickly,Seth,91.76,3,365.79,Loyal
2025-03-02,Morning,Election,Mary,13.55,9,73.66,Returning
2025-04-26,Evening,After,Michael,46.92,0,306.07,Loyal
2024-12-13,Night,Suggest,Sherry,43.62,6,399.14,Loyal
2025-03-08,Afternoon,Great,Adrian,149.08,9,262.63,New
2025-03-16,Evening,Board,Michael,37.04,2,455.88,New
2025-02-01,Morning,Family,Robert,137.47,0,150.99,Returning
2025-01-08,Night,Yourself,Scott,105.93,8,216.92,New
2025-02-01,Night,Former,James,123.13,3,450.18,Loyal
2024-12-05,Morning,Baby,Derek,25.24,7,152.54,Loyal
2025-01-21,Morning,Save,Pamela,149.74,4,487.05,New
2025-01-28,Morning,Season,Zachary,39.53,6,405.99,New
2025-03-20,Afternoon,You,David,28.61,6,387.58,Loyal
2025-01-28,Evening,Red,Crystal,121.79,9,497.25,Loyal
2025-03-10,Morning,Allow,Darius,20.71,10,160.08,Returning
2025-04-25,Evening,Especially,Jody,37.98,9,393.28,Returning
2025-01-31,Morning,Hospital,Desiree,62.48,1,33.79,Returning
2024-12-14,Night,Money,Walter,113.43,3,42.77,Returning
2025-01-03,Afternoon,Any,Jennifer,65.7,4,433.6,New
2025-02-27,Morning,Message,Dustin,79.92,7,153.34,New
2025-01-23,Afternoon,Room,Felicia,90.78,1,163.32,Loyal
2024-12-31,Night,Crime,Leah,44.9,0,82.04,New
2025-03-07,Morning,Public,Justin,35.63,1,266.22,Loyal
2024-11-29,Afternoon,Position,Marcia,80.81,8,377.54,Returning
2024-12-15,Night,Decide,Kevin,113.55,8,267.42,Loyal
2025-03-08,Morning,Performance,Stephen,59.83,9,444.62,Loyal
2024-11-18,Evening,Within,Leah,43.61,2,346.29,Loyal
2025-04-08,Evening,Field,Ruth,147.4,2,87.35,Returning
2024-11-11,Evening,Law,Scott,23.64,9,20.7,New
2025-03-28,Night,From,Jason,54.46,8,287.21,New
2024-11-26,Afternoon,Myself,Shannon,118.87,0,293.09,Loyal
2025-03-07,Evening,Wish,Brenda,128.43,2,397.15,New
2024-12-02,Night,Figure,Allison,61.52,8,344.81,New
2025-02-23,Evening,Involve,Justin,78.22,0,237.79,Loyal
2025-02-03,Evening,Cultural,Mark,111.95,3,357.91,Loyal
2024-11-21,Morning,Behind,Thomas,146.91,2,329.41,Returning
2025-01-16,Evening,Ball,Andrew,64.37,5,199.34,New
2025-04-25,Night,South,Anthony,112.09,2,325.03,Returning
2025-01-19,Night,Action,Shelby,100.64,4,205.81,Returning
2025-01-12,Night,Mother,Aaron,38.21,2,231.19,Returning
2024-11-03,Morning,Great,Lindsay,30.94,7,427.35,Returning
2025-03-10,Evening,Word,Amanda,100.44,3,217.01,Returning
2025-04-04,Night,Pattern,Nicole,71.16,5,381.99,Returning
2024-11-21,Afternoon,Big,John,30.46,3,439.72,New
2025-04-03,Evening,Large,Maxwell,133.02,9,249.29,Returning
2025-03-23,Evening,Design,Robert,149.52,7,186.15,New
2024-12-23,Afternoon,Represent,Margaret,80.45,0,55.84,Returning
2025-03-19,Morning,Amount,Lauren,147.75,3,48.86,Loyal
2025-04-15,Night,Away,Samantha,97.01,1,358.81,Returning
2024-12-07,Afternoon,Perhaps,Elizabeth,149.31,6,211.49,Loyal
2025-02-12,Evening,Also,Lucas,50.79,7,385.51,New
2025-04-28,Afternoon,Require,Robert,91.56,7,404.86,New
2024-12-28,Afternoon,Could,William,72.35,10,316.96,New
2025-01-13,Afternoon,Door,Nicholas,125.22,8,325.65,Loyal
2025-02-10,Evening,Necessary,Jennifer,31.61,1,243.42,New
2025-02-11,Afternoon,Create,Timothy,14.26,3,236.27,New
2025-01-14,Morning,Compare,Amanda,149.66,9,96.92,Returning
2025-03-05,Afternoon,What,Katherine,68.88,4,42.67,Loyal
2025-03-21,Morning,Tend,Sharon,64.31,5,110.1,New
2025-03-16,Night,Free,Jeffrey,59.33,8,242.5,New
2025-01-20,Morning,Shoulder,Tonya,86.81,8,330.8,Loyal
2025-02-16,Night,Parent,Keith,89.87,3,104.02,Loyal
2024-11-11,Evening,Music,Bianca,15.67,4,281.7,Loyal
2025-02-22,Morning,Sea,Amy,142.38,10,294.33,Returning
2025-03-23,Morning,Development,Kevin,129.99,5,424.73,Returning
2025-03-21,Evening,Term,Carrie,7.84,7,186.65,Loyal
2025-02-09,Afternoon,Establish,Dana,81.72,5,86.82,Returning
2025-02-04,Evening,Fall,William,48.91,3,246.47,Returning
2024-12-26,Night,Pick,Amy,114.29,7,84.56,Returning
2025-03-02,Afternoon,Game,Adrian,79.05,7,401.69,Loyal
2025-03-16,Afternoon,Short,Jennifer,50.41,0,492.83,Returning
2025-02-22,Night,Peace,Dale,36.51,6,297.58,New
2025-03-11,Morning,Less,Tony,51.95,1,436.24,Loyal
2025-03-15,Afternoon,Hand,Lee,66.41,6,223.01,Loyal
2025-02-09,Evening,News,Lisa,130.05,0,262.66,New
2025-01-28,Evening,Fine,Rachel,93.56,2,345.85,Returning
2025-01-17,Afternoon,Bill,James,119.74,2,80.1,Loyal
2025-02-08,Afternoon,Best,Kristy,67.8,5,350.52,New
2024-11-14,Night,Work,Jade,115.94,1,383.59,Loyal
2025-01-04,Evening,Environmental,Bradley,72.38,7,476.11,New
2025-04-22,Evening,Possible,Robin,86.35,8,339.18,Loyal
2025-04-21,Evening,Religious,James,40.4,2,148.67,Loyal
2024-12-15,Night,Month,Samuel,53.72,5,121.65,Loyal
2024-12-23,Afternoon,Trial,Douglas,33.65,5,467,Returning
2025-03-29,Night,Something,Emily,26.99,10,59.05,New
2025-02-28,Afternoon,Just,Diana,44.41,5,472.5,Loyal
2025-01-06,Morning,East,Phillip,140.99,3,101.28,Loyal
2024-11-08,Morning,Cell,Anthony,75.51,2,47.8,Returning
2024-11-27,Afternoon,Safe,Franklin,139.05,5,200.99,Loyal
2024-11-05,Morning,Ten,Kelsey,131.98,4,230.67,New
2024-12-20,Morning,Music,Taylor,140.67,0,190.9,New
2025-01-07,Morning,End,Jacob,125.01,4,298.48,New
2024-12-18,Night,Performance,Kathryn,46.98,7,38.6,Loyal
2025-03-03,Afternoon,Crime,Lisa,92.44,9,488.45,Returning
2025-02-08,Afternoon,Direction,Brian,11.96,1,42.07,Loyal
2024-11-27,Afternoon,Series,Spencer,25.89,1,458.19,Returning
2025-02-19,Evening,Traditional,Lisa,71.47,8,376.26,New
2025-02-15,Evening,Environment,Cory,87.74,4,121.61,New
2024-11-21,Night,Compare,Ryan,137.31,4,393.37,New
2025-03-25,Afternoon,Practice,Deanna,93.44,9,443.16,Loyal
2025-02-05,Night,Government,Debra,40.2,9,219.4,New
2025-02-04,Afternoon,These,Travis,79.72,8,160.14,Returning
2024-11-27,Evening,Eye,Elizabeth,133.2,7,444.27,Returning
2024-12-24,Afternoon,Personal,Jonathan,35.37,8,487.82,New
2024-12-12,Night,Use,Julie,68.37,2,74.37,Loyal
2024-11-09,Evening,Whether,Teresa,90.33,2,386.43,Loyal
2024-11-11,Evening,Manager,Jennifer,125.41,2,130.05,Returning
2024-12-08,Night,Measure,Erin,43.97,5,143.23,Returning
2025-04-26,Evening,Blood,Ronald,28.23,10,283.01,New
2025-04-20,Night,Day,Amber,80.03,6,341.7,New
2025-01-28,Evening,Record,Judy,83.98,2,60.3,Returning
2025-03-13,Morning,Line,Latoya,101.78,0,471.89,Loyal
2024-11-10,Night,Century,John,19.28,2,225.78,New
2025-04-07,Evening,Guy,Christopher,88.81,4,222.87,New
2025-01-02,Night,Care,Tyler,10.17,7,58.61,Loyal
2025-01-07,Night,Feel,Jodi,148.54,1,461.57,New
2025-03-27,Night,Tree,Margaret,147.73,10,415.64,Returning
2024-12-21,Night,Could,Crystal,16.07,2,48.62,New
2025-01-13,Evening,Stage,Pamela,116.69,4,181.76,New
2024-12-05,Evening,Energy,Justin,148.51,4,288.52,Returning
2024-12-22,Evening,Person,Corey,110.45,2,343.86,Returning
2025-02-01,Night,Buy,Selena,131.02,2,439.97,Returning
2025-03-12,Afternoon,Star,Brian,105.38,1,429.93,Returning
2024-11-19,Night,House,Julia,131.53,7,175.33,New
2025-01-09,Afternoon,Leader,Meghan,96.82,5,386.85,Returning
2024-11-22,Night,Plan,Tanya,148.71,2,154.72,Returning
2025-01-02,Night,Talk,Johnny,121.9,4,428.83,Loyal
2025-01-29,Night,Nation,David,43.86,10,408.13,Loyal
2024-12-02,Afternoon,Course,Jacob,10.8,10,446.12,Loyal
2024-12-15,Night,Identify,Michael,78.69,9,403.46,Returning
2025-04-22,Night,Nice,Katrina,29.93,9,211.32,New
2025-04-24,Afternoon,Sound,Desiree,43.84,6,67.69,Returning
2025-03-17,Evening,Where,Andrea,130.29,10,178.56,Returning
2024-11-15,Evening,Federal,Dylan,9,8,293.49,Returning
2025-02-23,Morning,Law,Shaun,28.15,3,143.6,New
2025-04-05,Night,Number,Kristen,50.21,8,152.23,Loyal
2024-12-11,Morning,Politics,Breanna,89.96,7,204.35,Returning
2024-12-20,Afternoon,Support,Jennifer,139.49,8,457.93,New
2024-12-15,Morning,Million,Daniel,121.21,2,214.85,Returning
2025-01-09,Evening,Garden,Kimberly,92.97,10,393.99,New
2024-12-18,Night,Western,Tina,98.54,9,239.76,Loyal
2025-03-12,Evening,Range,Kathryn,124.24,10,203.35,New
2025-02-23,Afternoon,Situation,Jeffrey,135.28,1,389.08,New
2024-12-03,Night,Nothing,Emily,11.22,2,136.51,Loyal
2025-01-16,Morning,Might,Timothy,5.01,8,131.49,Loyal
2025-04-24,Afternoon,Condition,Christopher,110.13,2,371.34,Returning
